Comment,Designator,Footprint,LCSC
"Conn_01x04_Female","J1","Connector:1x4 Hole Header_4mm",""
"MountingHole","MH1,MH2,MH3,MH4","MountingHole:MountingHole_3.2mm_M3",""
"NC4FBH","PS1","Connector:CONN-TH_NC4FBH_XLR4_Female_RA_Panel","C368478"
